loss,val_loss,learning_rate
1.0511277914047241,0.9129942059516907,0.0010000000474974513
0.8947787284851074,0.7949828505516052,0.0010000000474974513
0.7871894836425781,0.7028939723968506,0.0010000000474974513
0.7053763270378113,0.6388971209526062,0.0010000000474974513
0.6513552069664001,0.5978744626045227,0.0010000000474974513
0.6139374375343323,0.5678861141204834,0.0010000000474974513
0.5858196020126343,0.5445674657821655,0.0010000000474974513
0.5634085536003113,0.5256455540657043,0.0010000000474974513
0.5451339483261108,0.509865939617157,0.0010000000474974513
0.5295426249504089,0.4961606562137604,0.0010000000474974513
0.5163103342056274,0.48494458198547363,0.0010000000474974513
0.5049739480018616,0.4750351011753082,0.0010000000474974513
0.49526867270469666,0.46594658493995667,0.0010000000474974513
0.4872162938117981,0.4586198329925537,0.0010000000474974513
0.4803479313850403,0.45271578431129456,0.0010000000474974513
0.47440028190612793,0.4464854896068573,0.0010000000474974513
0.46965691447257996,0.44223538041114807,0.0010000000474974513
0.4651997983455658,0.4383537769317627,0.0010000000474974513
0.46171897649765015,0.4346467852592468,0.0010000000474974513
0.45827358961105347,0.4320715069770813,0.0010000000474974513
0.4552750587463379,0.4289349317550659,0.0010000000474974513
0.4527168869972229,0.4257507026195526,0.0010000000474974513
0.45032644271850586,0.4236307442188263,0.0010000000474974513
0.44801753759384155,0.4218449890613556,0.0010000000474974513
0.44602301716804504,0.41971665620803833,0.0010000000474974513
0.4440581202507019,0.41806522011756897,0.0010000000474974513
0.4422306716442108,0.41574832797050476,0.0010000000474974513
0.4405537545681,0.41412410140037537,0.0010000000474974513
0.4388121962547302,0.4121040999889374,0.0010000000474974513
0.4374745488166809,0.4106881320476532,0.0010000000474974513
0.4361172318458557,0.40934184193611145,0.0010000000474974513
0.4348856508731842,0.40785518288612366,0.0010000000474974513
0.43382275104522705,0.4069083333015442,0.0010000000474974513
0.4328911304473877,0.40615397691726685,0.0010000000474974513
0.4322158694267273,0.4055795669555664,0.0010000000474974513
0.4315544664859772,0.40385040640830994,0.0010000000474974513
0.430846244096756,0.4037376344203949,0.0010000000474974513
0.43007412552833557,0.40340083837509155,0.0010000000474974513
0.4293983280658722,0.40287885069847107,0.0010000000474974513
0.42890897393226624,0.40195366740226746,0.0010000000474974513
0.428350567817688,0.40130215883255005,0.0010000000474974513
0.4279971718788147,0.40038150548934937,0.0010000000474974513
0.42742931842803955,0.3995376527309418,0.0010000000474974513
0.4270230233669281,0.3990054428577423,0.0010000000474974513
0.4267970025539398,0.3985741138458252,0.0010000000474974513
0.42617177963256836,0.3979591727256775,0.0010000000474974513
0.425749272108078,0.3982279896736145,0.0010000000474974513
0.4254246652126312,0.3969498574733734,0.0010000000474974513
0.42513710260391235,0.39673087000846863,0.0010000000474974513
0.4245859384536743,0.39631545543670654,0.0010000000474974513
0.4243491590023041,0.395936518907547,0.0010000000474974513
0.42405372858047485,0.395290344953537,0.0010000000474974513
0.42368456721305847,0.3955129384994507,0.0010000000474974513
0.423373281955719,0.39513546228408813,0.0010000000474974513
0.4231736361980438,0.39461684226989746,0.0010000000474974513
0.42310672998428345,0.39395782351493835,0.0010000000474974513
0.42275869846343994,0.39458781480789185,0.0010000000474974513
0.4227578043937683,0.3936019539833069,0.0010000000474974513
0.4223605692386627,0.39400050044059753,0.0010000000474974513
0.42241737246513367,0.3940819203853607,0.0010000000474974513
0.4223101735115051,0.39300546050071716,0.0010000000474974513
0.421913206577301,0.3928994834423065,0.0010000000474974513
0.4218251407146454,0.3931173086166382,0.0010000000474974513
0.4216274321079254,0.39312249422073364,0.0010000000474974513
0.42158693075180054,0.39228203892707825,0.0010000000474974513
0.4213222861289978,0.39226874709129333,0.0010000000474974513
0.4212852120399475,0.3915562927722931,0.0010000000474974513
0.42125916481018066,0.39166876673698425,0.0010000000474974513
0.4211101830005646,0.3913632929325104,0.0010000000474974513
0.4210423529148102,0.39154136180877686,0.0010000000474974513
0.4209654629230499,0.3915768563747406,0.0010000000474974513
0.42069315910339355,0.3911896049976349,0.0010000000474974513
0.4207720458507538,0.3908523917198181,0.0010000000474974513
0.4205308258533478,0.39114418625831604,0.0010000000474974513
0.4205774664878845,0.391208678483963,0.0010000000474974513
0.42053207755088806,0.3900952637195587,0.0010000000474974513
0.42047610878944397,0.39018958806991577,0.0010000000474974513
0.4205697774887085,0.39051011204719543,0.0010000000474974513
0.4202170968055725,0.3908196985721588,0.0010000000474974513
0.42031973600387573,0.39072489738464355,0.0010000000474974513
0.4203073978424072,0.3899078369140625,0.0010000000474974513
0.4201573431491852,0.38992777466773987,0.0010000000474974513
0.4200812876224518,0.39036884903907776,0.0010000000474974513
0.41999551653862,0.39096859097480774,0.0010000000474974513
0.4200705587863922,0.389168918132782,0.0010000000474974513
0.419889897108078,0.3901046812534332,0.0010000000474974513
0.4199258089065552,0.3888896107673645,0.0010000000474974513
0.4196839928627014,0.3890308737754822,0.0010000000474974513
0.4197129011154175,0.38967886567115784,0.0010000000474974513
0.4198298752307892,0.3888942003250122,0.0010000000474974513
0.41957956552505493,0.38895556330680847,0.0010000000474974513
0.4197535514831543,0.3895930349826813,0.0010000000474974513
0.4192483127117157,0.38858214020729065,0.0005000000237487257
0.4190678298473358,0.388483464717865,0.0005000000237487257
0.4192359447479248,0.3881840407848358,0.0005000000237487257
0.41903311014175415,0.3883463144302368,0.0005000000237487257
0.4189945161342621,0.38778743147850037,0.0005000000237487257
0.41911500692367554,0.38822871446609497,0.0005000000237487257
0.41902682185173035,0.3879375457763672,0.0005000000237487257
0.4190865755081177,0.38809269666671753,0.0005000000237487257
